school_id,district,school,approaches_self_regulation,approaches_interpersonal_skills,approaches_total,approaches_n,math_number,math_n,literacy_uppercase_letters,literacy_uppercase_letters_n,literacy_lowercase_letters,literacy_lowercase_letters_n,literacy_letter_sound,literacy_letter_sound_n,frl_pct,x2017_18_total_enrollment,x2017_18_american_indian_alaska_native,x2017_18_percent_american_indian_alaska_native,x2017_18_asian,x2017_18_percent_asian,x2017_18_native_hawaiian_pacific_islander,x2017_18_percent_native_hawaiian_pacific_islander,x2017_18_black_african_american,x2017_18_percent_black_african_american,x2017_18_hispanic_latino,x2017_18_percent_hispanic_latino,x2017_18_white,x2017_18_percent_white,x2017_18_multiracial,x2017_18_percent_multiracial,location,lon,lat
902,Portland SD 1J,Woodlawn Elementary School,3.9,4.2,4,54,13.7,54,19.7,54,17.5,54,14.7,54,79.14,326,0,0,4,0.01226993865,9,0.02760736196,134,0.41104294478,65,0.19938650306,87,0.26687116564,27,0.08282208588,"Woodlawn Elementary School, Multnomah County, Oregon",-122.6531734,45.5749303
903,Portland SD 1J,Woodmere Elementary School,3.5,3.6,3.6,52,11.5,51,17.8,51,14.7,51,8.8,51,84.97,286,2,0.00699300699,52,0.18181818181,6,0.02097902097,17,0.05944055944,69,0.24125874125,103,0.36013986013,37,0.12937062937,"Woodmere Elementary School, Multnomah County, Oregon",-122.5822731,45.4750723
904,Portland SD 1J,Woodstock Elementary School,3.6,3.8,3.7,91,12.8,84,20.3,83,16.9,83,12,83,30.43,552,0,0,150,0.27173913043,3,0.0054347826,2,0.0036231884,38,0.06884057971,292,0.52898550724,67,0.12137681159,"Woodstock Elementary School, Multnomah County, Oregon",-122.6115906,45.4820466
916,Portland SD 1J,Metropolitan Learning Center,4.2,4.3,4.3,22,13.1,21,20.1,21,15,21,9.6,20,19.95,391,5,0.01278772378,8,0.02046035805,0,0,4,0.01023017902,45,0.11508951406,297,0.75959079283,32,0.08184143222,"Metropolitan Learning Center, Multnomah County, Oregon",-122.6935148,45.5267531
925,Parkrose SD 3,Prescott Elementary School,3.6,3.9,3.7,51,10.5,52,12.5,52,9.8,52,5.9,52,77.06,327,0,0,27,0.08256880733,21,0.06422018348,42,0.12844036697,92,0.28134556574,115,0.35168195718,30,0.09174311926,"Prescott Elementary School, Multnomah County, Oregon",-122.5560473,45.5550437
926,Parkrose SD 3,Russell Elementary School,3.4,3.5,3.4,59,9.8,60,13.7,60,11.7,59,4.9,58,NA,415,3,0.00722891566,44,0.10602409638,8,0.01927710843,58,0.13975903614,79,0.19036144578,184,0.44337349397,39,0.09397590361,"Russell Elementary School, Multnomah County, Oregon",-122.5313001,45.54136949999999
927,Parkrose SD 3,Sacramento Elementary School,3.3,4,3.5,52,9.8,54,11.1,54,8.9,54,4,54,68.31,344,6,0.01744186046,30,0.08720930232,4,0.01162790697,30,0.08720930232,83,0.24127906976,151,0.43895348837,40,0.11627906976,"Sacramento Elementary School, Multnomah County, Oregon",-122.5447849,45.538509
928,Parkrose SD 3,Shaver Elementary School,3.2,3.6,3.4,49,10.3,47,12.8,47,10.2,47,4.9,47,84.52,323,4,0.01238390092,26,0.08049535603,13,0.04024767801,58,0.17956656346,110,0.34055727554,70,0.21671826625,42,0.13003095975,"Shaver Elementary School, Multnomah County, Oregon",-122.5287883,45.54944099999999
933,Gresham-Barlow SD 10J,East Gresham Elementary School,3.3,3.7,3.4,53,8.9,51,7.9,51,5.7,51,2,51,88.63,387,6,0.01550387596,5,0.01291989664,4,0.01033591731,10,0.02583979328,179,0.46253229974,154,0.39793281653,29,0.07493540051,"East Gresham Elementary School, Multnomah County, Oregon",-122.420873,45.493144
935,Gresham-Barlow SD 10J,Highland Elementary School,3.7,3.7,3.7,92,7.8,90,10.4,90,7.8,90,3.2,90,89.08,522,8,0.01532567049,9,0.01724137931,9,0.01724137931,28,0.05363984674,227,0.43486590038,216,0.41379310344,25,0.0478927203,"Highland Elementary School, Multnomah County, Oregon",-122.427966,45.51427400000001
